,40-year NPV rank,40-year NPV,Institution,State,Level,Predominant degree,Institution type,Share earning more than high school graduates 10-years after enrolling,Earnings-price return rank,Earnings-price return,Earnings-debt return rank,Earnings-debt return,Debt rank,Median debt,10-year earnings rank,Median 10-yr earnings,Net price rank,Net price,Graduation rate rank,Graduation rate,7-year repayment rate
1994,722,"$1,109,000",North Hennepin Community College,MN,2-year,Associate's,Public,75%,778,360%,801,411%,2404,"$9,250",1019,"$47,257",3139,"$10,284",4080,19%,58%
1995,1276,"$972,000",Northland Community and Technical College,MN,2-year,Associate's,Public,68%,1147,278%,1204,333%,2001,"$9,500",1668,"$41,091",3041,"$10,860",2886,41%,64%
1996,1794,"$889,000",Northwest Technical College,MN,2-year,Certificate,Public,63%,1524,220%,1462,297%,2001,"$9,500",2071,"$37,749",2904,"$11,783",3127,36%,56%
1997,3822,"$578,000",Oak Hills Christian College,MN,4-year,Bachelor's,Private nonprofit,40%,3236,75%,3021,182%,1924,"$10,000",3308,"$28,224",2118,"$16,154",3195,35%,73%
1998,2458,"$800,000",PCI Academy-Plymouth,MN,Less than 2-year,Certificate,Private for-profit,53%,1291,255%,614,463%,3516,"$5,827",2790,"$32,787",3329,"$9,229",619,76%,69%
1999,1293,"$969,000",Pine Technical & Community College,MN,2-year,Certificate,Public,69%,985,310%,1288,322%,1940,"$9,875",1615,"$41,661",3169,"$10,149",3287,34%,52%
2000,2307,"$821,000",Rainy River Community College,MN,2-year,Associate's,Public,59%,941,319%,436,516%,3579,"$5,500",2637,"$33,855",3554,"$8,071",3245,34%,45%
2001,2339,"$817,000",Rasmussen University-Minnesota,MN,4-year,Associate's,Private for-profit,59%,2971,92%,2834,194%,1592,"$12,139",2388,"$35,667",1683,"$18,586",3085,37%,38%
2002,1523,"$929,000",Ridgewater College,MN,2-year,Associate's,Public,67%,1421,234%,1091,350%,2527,"$8,750",1866,"$39,349",2905,"$11,764",2703,44%,67%
2003,1500,"$932,000",Riverland Community College,MN,2-year,Associate's,Public,64%,848,342%,1292,321%,2389,"$9,333",1883,"$39,275",3394,"$8,893",2823,42%,58%
2004,1154,"$994,000",Rochester Community and Technical College,MN,2-year,Associate's,Public,71%,1637,205%,1009,364%,2404,"$9,250",1458,"$42,936",2533,"$14,088",3779,25%,66%
2005,761,"$1,098,000",Saint Cloud State University,MN,4-year,Bachelor's,Public,82%,1261,260%,1864,257%,1215,"$14,370",734,"$51,372",2495,"$14,267",2574,46%,81%
2006,173,"$1,442,000",Saint Johns University,MN,4-year,Bachelor's,Private nonprofit,91%,1809,183%,2815,196%,85,"$23,250",164,"$68,716",765,"$24,271",689,75%,94%
2007,589,"$1,155,000",Saint Mary's University of Minnesota,MN,4-year,Bachelor's,Private nonprofit,82%,1820,182%,1834,260%,1025,"$15,250",521,"$54,950",1492,"$19,514",1543,63%,80%
2008,1870,"$878,000",Saint Paul College,MN,2-year,Certificate,Public,62%,1484,226%,1291,321%,2462,"$9,000",2052,"$37,878",2928,"$11,613",3586,28%,42%
2009,1392,"$950,000",South Central College,MN,2-year,Associate's,Public,68%,1075,293%,905,385%,2643,"$8,250",1782,"$40,025",3163,"$10,175",3762,25%,63%
2010,1485,"$935,000",Southwest Minnesota State University,MN,4-year,Bachelor's,Public,75%,1646,204%,2677,202%,1187,"$14,500",1343,"$43,800",2456,"$14,397",2497,48%,76%
2011,720,"$1,110,000",St Catherine University,MN,4-year,Bachelor's,Private nonprofit,81%,1870,176%,3128,177%,481,"$19,000",650,"$52,603",1591,"$19,078",1943,57%,76%
2012,804,"$1,088,000",St Cloud Technical and Community College,MN,2-year,Associate's,Public,74%,608,414%,610,465%,2670,"$8,204",1092,"$46,359",3373,"$9,019",3451,31%,68%
2013,383,"$1,244,000",St Olaf College,MN,4-year,Bachelor's,Private nonprofit,85%,2076,156%,3046,180%,176,"$21,500",312,"$60,242",856,"$23,543",206,86%,92%
2014,3594,"$615,000",Summit Academy Opportunities Industrialization Center,MN,Less than 2-year,Certificate,Private nonprofit,34%,2113,152%,NA,NA,NA,NA,3993,"$22,877",3360,"$9,092",1997,56%,NA
2015,417,"$1,226,000",The College of Saint Scholastica,MN,4-year,Bachelor's,Private nonprofit,87%,2205,144%,2086,242%,742,"$17,188",349,"$58,748",794,"$24,066",1053,69%,81%
2016,928,"$1,050,000",University of Minnesota-Crookston,MN,4-year,Bachelor's,Public,78%,868,337%,1751,268%,1418,"$13,000",975,"$47,869",3022,"$10,952",2436,49%,80%
2017,554,"$1,166,000",University of Minnesota-Duluth,MN,4-year,Bachelor's,Public,84%,1519,221%,2093,241%,890,"$16,034",531,"$54,750",1939,"$17,067",1706,60%,85%
2018,1035,"$1,021,000",University of Minnesota-Morris,MN,4-year,Bachelor's,Public,79%,958,315%,1474,295%,1612,"$12,000",1008,"$47,373",2961,"$11,412",1591,62%,81%
2019,289,"$1,314,000",University of Minnesota-Rochester,MN,4-year,Bachelor's,Public,85%,1177,274%,1777,265%,802,"$16,750",288,"$61,201",2072,"$16,375",1811,59%,81%
2020,299,"$1,307,000",University of Minnesota-Twin Cities,MN,4-year,Bachelor's,Public,85%,1349,245%,1777,265%,802,"$16,750",288,"$61,201",1820,"$17,740",357,82%,81%
2021,1551,"$924,000",University of Northwestern-St Paul,MN,4-year,Bachelor's,Private nonprofit,71%,2761,106%,3368,158%,685,"$17,500",1218,"$45,104",1107,"$21,871",1321,66%,86%
2022,213,"$1,392,000",University of St Thomas,MN,4-year,Bachelor's,Private nonprofit,88%,2393,131%,2023,246%,342,"$19,500",180,"$67,398",319,"$29,155",593,77%,89%
2023,1031,"$1,022,000",Vermilion Community College,MN,2-year,Associate's,Public,71%,1587,211%,622,460%,2810,"$7,855",1327,"$43,965",2513,"$14,154",3433,31%,58%
2024,4290,"$446,000",White Earth Tribal and Community College,MN,2-year,Associate's,Private nonprofit,NA,3383,65%,NA,NA,NA,NA,4090,"$21,543",2707,"$13,081",4282,10%,NA
2025,800,"$1,089,000",Winona State University,MN,4-year,Bachelor's,Public,84%,1749,191%,2129,240%,1052,"$15,114",735,"$51,346",1834,"$17,656",1611,62%,87%
2026,3767,"$589,000",Academy of Hair Design-Springfield,MO,Less than 2-year,Certificate,Private for-profit,33%,3854,36%,2840,194%,2759,"$7,917",3948,"$23,248",1935,"$17,096",1646,61%,48%
2027,4122,"$505,000",American College of Hair Design Inc,MO,Less than 2-year,Certificate,Private for-profit,NA,2246,141%,3025,182%,3137,"$6,800",4243,"$19,176",3573,"$7,955",2485,48%,32%
2028,444,"$1,207,000",Applied Technology Services,MO,Less than 2-year,Certificate,Public,73%,2521,122%,2664,203%,1150,"$14,750",1258,"$44,627",1406,"$20,077",344,82%,28%
2029,1881,"$877,000",Aviation Institute of Maintenance-Kansas City,MO,2-year,Certificate,Private for-profit,57%,3546,54%,2104,241%,1808,"$11,106",2044,"$37,901",735,"$24,560",1456,64%,32%
2030,1076,"$1,012,000",Avila University,MO,4-year,Bachelor's,Private nonprofit,79%,1820,182%,3465,150%,467,"$19,209",961,"$48,029",1942,"$17,048",2233,52%,70%
2031,3394,"$654,000",Baptist Bible College,MO,4-year,Bachelor's,Private nonprofit,52%,3134,81%,3791,120%,1150,"$14,750",2846,"$32,377",1801,"$17,860",3102,37%,69%
2032,3890,"$566,000",Bryan University,MO,4-year,Associate's,Private for-profit,35%,3949,29%,4029,46%,679,"$17,633",3657,"$25,720",1431,"$19,935",3630,27%,29%
2033,2900,"$735,000",Calvary University,MO,4-year,Bachelor's,Private nonprofit,58%,2597,117%,2633,205%,1765,"$11,693",2394,"$35,653",2060,"$16,426",3339,33%,73%
2034,1490,"$933,000",Cape Girardeau Career and Technology Center,MO,2-year,Certificate,Public,64%,1377,241%,688,442%,2984,"$7,318",1819,"$39,676",2923,"$11,651",407,80%,64%
2035,1025,"$1,024,000",Cass Career Center,MO,Less than 2-year,Certificate,Public,NA,2789,104%,1497,293%,2001,"$9,500",2115,"$37,376",1738,"$18,309",NA,NA,67%
2036,3170,"$692,000",Central Christian College of the Bible,MO,4-year,Bachelor's,Private nonprofit,53%,2301,137%,2602,207%,1845,"$10,925",2678,"$33,486",2525,"$14,118",2748,43%,62%
2037,4035,"$535,000",Central College of Cosmetology,MO,Less than 2-year,Certificate,Private for-profit,26%,884,333%,NA,NA,NA,NA,4188,"$20,185",4164,"$4,658",2365,50%,NA
2038,2172,"$839,000",Central Methodist University-College of Graduate and Extended Studies,MO,4-year,Bachelor's,Private nonprofit,72%,2025,161%,2257,230%,1612,"$12,000",1827,"$39,588",2318,"$15,196",NA,NA,70%
2039,2386,"$810,000",Central Methodist University-College of Liberal Arts and Sciences,MO,4-year,Bachelor's,Private nonprofit,72%,3030,88%,2257,230%,1612,"$12,000",1827,"$39,588",1232,"$21,082",2732,44%,70%
2040,84,"$1,636,000",Chamberlain University-Missouri,MO,4-year,Bachelor's,Private for-profit,90%,2025,161%,1046,357%,776,"$16,950",77,"$77,512",293,"$29,658",3906,23%,70%
2041,2282,"$824,000",College of the Ozarks,MO,4-year,Bachelor's,Private nonprofit,66%,1372,242%,NA,NA,NA,NA,1935,"$38,780",2967,"$11,349",1074,69%,NA
2042,2100,"$848,000",Columbia College,MO,4-year,Bachelor's,Private nonprofit,71%,3443,61%,2654,203%,1226,"$14,250",1433,"$43,125",490,"$26,730",3549,29%,56%
2043,1117,"$1,002,000",Conception Seminary College,MO,4-year,Bachelor's,Private nonprofit,76%,3615,50%,NA,NA,NA,NA,676,"$52,161",128,"$34,801",2618,45%,NA
2044,4071,"$525,000",Concorde Career College-Kansas City,MO,4-year,Certificate,Private for-profit,42%,4190,8%,2824,195%,2001,"$9,500",3356,"$27,995",575,"$25,995",1672,61%,27%
2045,2536,"$789,000",Cottey College,MO,4-year,Associate's,Private nonprofit,59%,3004,90%,2891,191%,1612,"$12,000",2495,"$34,902",1736,"$18,322",1802,59%,73%
2046,1010,"$1,027,000",Cox College,MO,4-year,Bachelor's,Private nonprofit,73%,2789,104%,3140,176%,601,"$18,293",769,"$50,561",712,"$24,746",NA,NA,64%
2047,2603,"$777,000",Crowder College,MO,2-year,Associate's,Public,54%,358,542%,511,493%,3579,"$5,500",2818,"$32,611",4083,"$5,080",3406,32%,51%
2048,1992,"$862,000",Culver-Stockton College,MO,4-year,Bachelor's,Private nonprofit,71%,2826,102%,3139,176%,1023,"$15,268",1537,"$42,206",1251,"$20,919",2309,51%,70%
2049,1656,"$908,000",DeVry University-Missouri,MO,4-year,Bachelor's,Private for-profit,69%,2609,116%,1980,247%,1460,"$12,809",1266,"$44,484",1312,"$20,629",3540,29%,48%
2050,2684,"$764,000",Drury University,MO,4-year,Bachelor's,Private nonprofit,63%,2789,104%,2563,210%,1598,"$12,124",2093,"$37,543",1710,"$18,419",1649,61%,56%
2051,2536,"$789,000",Drury University-College of Continuing Professional Studies,MO,4-year,Bachelor's,Private nonprofit,63%,1801,184%,2563,210%,1598,"$12,124",2093,"$37,543",2682,"$13,233",4171,16%,NA
2052,2419,"$805,000",East Central College,MO,2-year,Associate's,Public,57%,804,353%,732,427%,3202,"$6,500",2579,"$34,268",3660,"$7,572",3401,32%,50%
2053,4249,"$466,000",eClips School of Cosmetology and Barbering,MO,Less than 2-year,Certificate,Private for-profit,NA,2686,111%,NA,NA,NA,NA,4303,"$18,192",3442,"$8,629",947,71%,22%
2054,4216,"$479,000",Elaine Steven Beauty College,MO,Less than 2-year,Certificate,Private for-profit,25%,3501,57%,2747,198%,3452,"$6,085",4309,"$18,103",2935,"$11,567",3362,32%,27%
2055,2016,"$859,000",Evangel University,MO,4-year,Bachelor's,Private nonprofit,68%,3048,87%,3516,146%,721,"$17,408",1478,"$42,793",949,"$22,837",2163,53%,81%
2056,1377,"$954,000",Fontbonne University,MO,4-year,Bachelor's,Private nonprofit,76%,1809,183%,3579,141%,543,"$18,750",1208,"$45,217",2153,"$15,961",1832,58%,60%
2057,695,"$1,117,000",Four Rivers Career Center,MO,Less than 2-year,Certificate,Public,75%,1976,166%,963,375%,2488,"$8,943",1517,"$42,439",2154,"$15,951",562,77%,48%
2058,3030,"$713,000",Franklin Technology Center Adult Education,MO,Less than 2-year,Certificate,Public,43%,4341,-10%,1802,264%,2875,"$7,600",3404,"$27,646",264,"$30,585",578,77%,37%
2059,3750,"$591,000",Grabber School of Hair Design,MO,Less than 2-year,Certificate,Private for-profit,33%,3104,83%,2842,193%,2813,"$7,830",3982,"$22,962",2795,"$12,575",915,71%,45%
2060,1749,"$895,000",Grand River Technical School,MO,Less than 2-year,Certificate,Public,58%,200,723%,NA,NA,NA,NA,2668,"$33,556",4217,"$4,075",101,91%,NA
2061,2684,"$764,000",Hannibal-LaGrange University,MO,4-year,Bachelor's,Private nonprofit,66%,3071,85%,3451,151%,1135,"$14,968",2096,"$37,541",1373,"$20,256",3017,39%,75%
2062,3268,"$672,000",Harris-Stowe State University,MO,4-year,Bachelor's,Public,52%,1646,204%,2642,204%,1873,"$10,530",2892,"$32,053",3096,"$10,551",4250,12%,27%
2063,849,"$1,071,000",Hillyard Technical Center,MO,2-year,Certificate,Public,72%,1171,275%,1729,270%,1590,"$12,174",1220,"$45,080",2871,"$12,022",93,91%,NA
2064,3736,"$593,000",House of Heavilin Beauty College-Blue Springs,MO,Less than 2-year,Certificate,Private for-profit,35%,4206,6%,2644,204%,2759,"$7,917",3843,"$24,071",962,"$22,741",925,71%,36%
2065,4293,"$445,000",House of Heavilin Beauty College-Kansas City,MO,Less than 2-year,Certificate,Private for-profit,NA,4405,-30%,3959,84%,1947,"$9,833",4310,"$18,093",605,"$25,753",2769,43%,13%
2066,3873,"$570,000",House of Heavilin Beauty College-Raymore,MO,Less than 2-year,Certificate,Private for-profit,39%,4122,13%,3455,151%,2408,"$9,242",3952,"$23,155",1325,"$20,561",996,70%,17%
2067,2336,"$818,000",Jefferson College,MO,2-year,Associate's,Public,56%,882,334%,509,493%,3526,"$5,800",2563,"$34,397",3582,"$7,923",3436,31%,53%
2068,3185,"$689,000",Kansas City Art Institute,MO,4-year,Bachelor's,Private nonprofit,63%,4023,22%,4007,65%,135,"$22,500",2151,"$37,116",268,"$30,452",1658,61%,65%
2069,2248,"$829,000",Kirksville Area Technical Center,MO,Less than 2-year,Certificate,Public,49%,678,393%,2295,226%,2001,"$9,500",3015,"$31,015",3879,"$6,294",409,80%,54%
2070,1221,"$983,000",Lex La-Ray Technical Center,MO,Less than 2-year,Certificate,Public,53%,553,434%,3229,170%,1385,"$13,429",2306,"$36,205",3805,"$6,784",745,74%,39%
2071,2770,"$753,000",Lincoln University,MO,4-year,Bachelor's,Public,58%,839,344%,3782,121%,950,"$15,750",2517,"$34,731",3605,"$7,830",3818,24%,42%
2072,1189,"$987,000",Lindenwood University,MO,4-year,Bachelor's,Private nonprofit,76%,1944,169%,3762,123%,218,"$21,065",1045,"$47,009",1873,"$17,491",2349,50%,68%
2073,869,"$1,066,000",Logan University,MO,4-year,Bachelor's,Private nonprofit,77%,1211,269%,156,660%,3188,"$6,568",818,"$49,932",2637,"$13,518",NA,NA,60%
2074,233,"$1,368,000",Lutheran School of Nursing,MO,2-year,Certificate,Private for-profit,87%,778,360%,651,451%,1916,"$10,156",465,"$56,002",2847,"$12,167",NA,NA,NA
2075,810,"$1,085,000",Maryville University of Saint Louis,MO,4-year,Bachelor's,Private nonprofit,82%,3083,84%,951,376%,1802,"$11,222",591,"$53,466",324,"$29,064",889,72%,73%
2076,3496,"$635,000",Merrell University of Beauty Arts and Science,MO,Less than 2-year,Certificate,Private for-profit,34%,1778,187%,1853,259%,3133,"$6,820",3788,"$24,457",3465,"$8,530",931,71%,51%
2077,1992,"$862,000",Metropolitan Community College-Kansas City,MO,2-year,Associate's,Public,60%,615,412%,571,476%,3386,"$6,285",2313,"$36,177",3751,"$7,066",3859,23%,53%
2078,3539,"$628,000",Midwest Institute,MO,2-year,Certificate,Private for-profit,46%,3798,39%,2820,195%,2001,"$9,500",3354,"$28,007",1393,"$20,157",551,78%,30%
2079,2644,"$769,000",Midwest Technical Institute-Springfield,MO,Less than 2-year,Certificate,Private for-profit,49%,3668,47%,2259,230%,2416,"$9,201",3093,"$30,353",1295,"$20,681",560,77%,38%
2080,2080,"$851,000",Midwestern Baptist Theological Seminary,MO,4-year,Bachelor's,Private nonprofit,70%,2704,110%,1817,262%,1774,"$11,500",1613,"$41,664",1444,"$19,878",2147,54%,58%
2081,2906,"$734,000",Mineral Area College,MO,2-year,Associate's,Public,50%,1404,237%,1343,313%,2886,"$7,579",2980,"$31,274",3323,"$9,270",3203,35%,47%
2082,2379,"$811,000",Missouri Baptist University,MO,4-year,Bachelor's,Private nonprofit,69%,2943,94%,3695,130%,726,"$17,250",1822,"$39,658",1340,"$20,444",2894,41%,64%
2083,3812,"$580,000",Missouri College of Cosmetology North,MO,Less than 2-year,Certificate,Private for-profit,29%,1611,208%,2245,232%,3039,"$7,107",3927,"$23,564",3646,"$7,651",1190,67%,37%
2084,2178,"$838,000",Missouri Southern State University,MO,4-year,Bachelor's,Public,66%,1023,303%,2153,238%,1774,"$11,500",1929,"$38,814",3263,"$9,625",3359,33%,60%
2085,1370,"$955,000",Missouri State University-Springfield,MO,4-year,Bachelor's,Public,75%,1897,173%,3040,181%,875,"$16,250",1170,"$45,589",1997,"$16,725",2058,55%,74%
2086,2571,"$782,000",Missouri State University-West Plains,MO,2-year,Associate's,Public,54%,908,328%,480,502%,3579,"$5,500",2728,"$33,102",3621,"$7,739",3719,26%,52%
2087,56,"$1,749,000",Missouri University of Science and Technology,MO,4-year,Bachelor's,Public,89%,483,463%,1195,334%,569,"$18,500",64,"$80,289",2496,"$14,262",1409,64%,88%
2088,2411,"$806,000",Missouri Valley College,MO,4-year,Bachelor's,Private nonprofit,69%,2789,104%,1316,317%,2001,"$9,500",1830,"$39,574",1517,"$19,396",3862,23%,53%
2089,2121,"$846,000",Missouri Western State University,MO,4-year,Bachelor's,Public,66%,1261,260%,1852,259%,1812,"$11,000",1845,"$39,460",3020,"$10,958",3163,36%,57%
2090,2684,"$764,000",Moberly Area Community College,MO,2-year,Associate's,Public,52%,830,347%,1085,352%,3048,"$7,059",2905,"$31,925",3734,"$7,143",3394,32%,49%
2091,4302,"$441,000",Neosho Beauty College,MO,Less than 2-year,Certificate,Private for-profit,NA,3520,56%,3950,87%,2560,"$8,642",4373,"$16,174",3122,"$10,394",3696,26%,24%
2092,3789,"$586,000",New Dimensions School of Hair Design,MO,Less than 2-year,Certificate,Private for-profit,NA,1496,224%,2641,204%,2613,"$8,375",3671,"$25,494",3597,"$7,874",2631,45%,48%
2093,2637,"$770,000",North Central Missouri College,MO,2-year,Associate's,Public,53%,1236,264%,1411,304%,2728,"$8,000",2859,"$32,301",3399,"$8,870",2777,43%,57%
2094,1490,"$933,000",Northwest Missouri State University,MO,4-year,Bachelor's,Public,73%,1313,252%,2505,213%,1326,"$13,893",1395,"$43,505",2822,"$12,354",2346,50%,73%
2095,2528,"$790,000",Ozark Christian College,MO,4-year,Bachelor's,Private nonprofit,66%,2104,153%,1970,248%,1812,"$11,000",1997,"$38,283",2328,"$15,138",2194,53%,71%
2096,2477,"$797,000",Ozarks Technical Community College,MO,2-year,Associate's,Public,56%,895,331%,748,424%,3202,"$6,500",2611,"$34,060",3586,"$7,908",3518,30%,51%
2097,792,"$1,090,000",Park University,MO,4-year,Bachelor's,Private nonprofit,77%,1469,228%,1343,313%,1573,"$12,380",746,"$51,085",2240,"$15,579",2819,42%,65%
2098,3533,"$629,000",Paul Mitchell the School-Missouri Columbia,MO,Less than 2-year,Certificate,Private for-profit,NA,2657,113%,3459,150%,2001,"$9,500",3893,"$23,793",2993,"$11,186",1022,70%,64%
2099,1850,"$882,000",Pike-Lincoln Technical Center,MO,Less than 2-year,Certificate,Public,48%,302,586%,2274,229%,2001,"$9,500",2986,"$31,220",4176,"$4,549",516,78%,41%
2100,3219,"$683,000",Pinnacle Career Institute-South Kansas City,MO,2-year,Certificate,Private for-profit,47%,2840,101%,1667,275%,2811,"$7,851",3183,"$29,469",2402,"$14,692",2349,50%,28%
2101,340,"$1,275,000",Ranken Technical College,MO,4-year,Associate's,Private nonprofit,80%,1349,245%,816,409%,1849,"$10,800",522,"$54,941",2158,"$15,933",2082,55%,64%
2102,387,"$1,241,000",Rockhurst University,MO,4-year,Bachelor's,Private nonprofit,86%,1847,179%,1286,322%,1321,"$13,950",343,"$58,922",1230,"$21,116",667,76%,80%
2103,1650,"$909,000",Rolla Technical Institute/Center,MO,2-year,Certificate,Public,63%,1177,274%,495,498%,3249,"$6,458",1957,"$38,618",3133,"$10,331",103,91%,53%
2104,2508,"$793,000",Saint Louis Christian College,MO,4-year,Bachelor's,Private nonprofit,60%,1301,254%,1193,335%,2565,"$8,620",2109,"$37,457",3089,"$10,591",2161,53%,59%
2105,2759,"$755,000",Saint Louis Community College,MO,2-year,Associate's,Public,52%,743,372%,76,756%,3998,"$3,750",2884,"$32,097",3802,"$6,796",4175,16%,52%
2106,248,"$1,360,000",Saint Louis University,MO,4-year,Bachelor's,Private nonprofit,86%,2344,134%,2355,222%,245,"$20,500",213,"$65,934",379,"$28,188",531,78%,82%
2107,2132,"$844,000",Saline County Career Center,MO,Less than 2-year,Certificate,Public,55%,2205,144%,1385,307%,2636,"$8,302",2644,"$33,817",2583,"$13,835",49,94%,63%
2108,2508,"$793,000",South Central Career Center,MO,Less than 2-year,Certificate,Public,52%,1829,181%,1398,306%,2848,"$7,690",2989,"$31,210",3004,"$11,108",232,85%,43%
2109,414,"$1,227,000",Southeast Missouri Hospital College of Nursing and Health Sciences,MO,4-year,Associate's,Private nonprofit,85%,2375,132%,1206,332%,1612,"$12,000",696,"$51,883",1013,"$22,395",NA,NA,82%
2110,2100,"$848,000",Southeast Missouri State University,MO,4-year,Bachelor's,Public,68%,1579,212%,3146,176%,1209,"$14,450",1795,"$39,874",2760,"$12,774",2406,49%,68%
2111,2223,"$832,000",Southwest Baptist University,MO,4-year,Bachelor's,Private nonprofit,66%,2421,129%,2983,184%,1226,"$14,250",1727,"$40,499",1829,"$17,682",2514,47%,71%
